セット　　　　　　　　　　　　　　　　　せっと　　　　　　　　　　　　　　　　　,NBB.     ,
狭しと　　　　　　　　　　　　　　　　　せましと　　　　　　　　　　　　　　　　,FBY.  N  ,
攻め　　　　　　　　　　　　　　　　　　ぜめ　　　　　　　　　　　　　　　　　　,CB .     ,
選　　　　　　　　　　　　　　　　　　　せん　　　　　　　　　　　　　　　　　　,NB1.     ,
船　　　　　　　　　　　　　　　　　　　せん　　　　　　　　　　　　　　　　　　,NB5.     ,
腺　　　　　　　　　　　　　　　　　　　せん　　　　　　　　　　　　　　　　　　,NBB.     ,
線　　　　　　　　　　　　　　　　　　　せん　　　　　　　　　　　　　　　　　　,NB1.     ,
線　　　　　　　　　　　　　　　　　　　せん　　　　　　　　　　　　　　　　　　,NBB.     ,
栓　　　　　　　　　　　　　　　　　　　せん　　　　　　　　　　　　　　　　　　,NBB.     ,
戦　　　　　　　　　　　　　　　　　　　せん　　　　　　　　　　　　　　　　　　,NB1.     ,
前　　　　　　　　　　　　　　　　　　　ぜん　　　　　　　　　　　　　　　　　　,NB .     ,
全員　　　　　　　　　　　　　　　　　　ぜんいん　　　　　　　　　　　　　　　　,NB5.     ,
然と　　　　　　　　　　　　　　　　　　ぜんと　　　　　　　　　　　　　　　　　,FBY.     ,
素　　　　　　　　　　　　　　　　　　　そ　　　　　　　　　　　　　　　　　　　,NBB.     ,
沿い　　　　　　　　　　　　　　　　　　ぞい　　　　　　　　　　　　　　　　　　,NB7.     ,
走　　　　　　　　　　　　　　　　　　　そう　　　　　　　　　　　　　　　　　　,NB1.     ,
荘　　　　　　　　　　　　　　　　　　　そう　　　　　　　　　　　　　　　　　　,NB7.     ,
草　　　　　　　　　　　　　　　　　　　そう　　　　　　　　　　　　　　　　　　,NBB.     ,
層　　　　　　　　　　　　　　　　　　　そう　　　　　　　　　　　　　　　　　　,NB1.     ,
僧　　　　　　　　　　　　　　　　　　　そう　　　　　　　　　　　　　　　　　　,NB4.     ,
増　　　　　　　　　　　　　　　　　　　ぞう　　　　　　　　　　　　　　　　　　,CB .     ,
像　　　　　　　　　　　　　　　　　　　ぞう　　　　　　　　　　　　　　　　　　,NB1.     ,
葬する　　　　　　　　　　　　　　　　　そうする　　　　　　　　　　　　　　　　,DB4.     ,
早々　　　　　　　　　　　　　　　　　　そうそう　　　　　　　　　　　　　　　　,NB8.     ,
属　　　　　　　　　　　　　　　　　　　ぞく　　　　　　　　　　　　　　　　　　,NB1.     ,
育ち　　　　　　　　　　　　　　　　　　そだち　　　　　　　　　　　　　　　　　,CB .     ,
そっくり　　　　　　　　　　　　　　　　そっくり　　　　　　　　　　　　　　　　,CB .     ,
卒する　　　　　　　　　　　　　　　　　そつする　　　　　　　　　　　　　　　　,DB4.     ,
その人　　　　　　　　　　　　　　　　　そのひと　　　　　　　　　　　　　　　　,NB4.     ,
そのもの　　　　　　　　　　　　　　　　そのもの　　　　　　　　　　　　　　　　,NB1.     ,
染め　　　　　　　　　　　　　　　　　　ぞめ　　　　　　　　　　　　　　　　　　,NBB.     ,
それ自身　　　　　　　　　　　　　　　　それじしん　　　　　　　　　　　　　　　,NB1.     ,
揃い　　　　　　　　　　　　　　　　　　ぞろい　　　　　　　　　　　　　　　　　,CB .     ,
村　　　　　　　　　　　　　　　　　　　そん　　　　　　　　　　　　　　　　　　,NB5.     ,
損　　　　　　　　　　　　　　　　　　　ぞん　　　　　　　　　　　　　　　　　　,NB1.     ,
隊　　　　　　　　　　　　　　　　　　　たい　　　　　　　　　　　　　　　　　　,NB5.     ,
帯　　　　　　　　　　　　　　　　　　　たい　　　　　　　　　　　　　　　　　　,NB7.     ,
対　　　　　　　　　　　　　　　　　　　たい　　　　　　　　　　　　　　　　　　,NB1.     ,
体　　　　　　　　　　　　　　　　　　　たい　　　　　　　　　　　　　　　　　　,NBB.     ,
大　　　　　　　　　　　　　　　　　　　だい　　　　　　　　　　　　　　　　　　,CB .     ,
大　　　　　　　　　　　　　　　　　　　だい　　　　　　　　　　　　　　　　　　,NBB.     ,
台　　　　　　　　　　　　　　　　　　　だい　　　　　　　　　　　　　　　　　　,CB .     ,
台　　　　　　　　　　　　　　　　　　　だい　　　　　　　　　　　　　　　　　　,NB7.     ,
太鼓　　　　　　　　　　　　　　　　　　だいこ　　　　　　　　　　　　　　　　　,NBB.     ,
平　　　　　　　　　　　　　　　　　　　だいら　　　　　　　　　　　　　　　　　,NB7.     ,
倒れ　　　　　　　　　　　　　　　　　　だおれ　　　　　　　　　　　　　　　　　,CB .     ,
高　　　　　　　　　　　　　　　　　　　だか　　　　　　　　　　　　　　　　　　,CB .     ,
高　　　　　　　　　　　　　　　　　　　だか　　　　　　　　　　　　　　　　　　,NB1.     ,
高い　　　　　　　　　　　　　　　　　　だかい　　　　　　　　　　　　　　　　　,KB .     ,
宅　　　　　　　　　　　　　　　　　　　たく　　　　　　　　　　　　　　　　　　,NB7.     ,
沢山　　　　　　　　　　　　　　　　　　だくさん　　　　　　　　　　　　　　　　,CB .     ,
岳　　　　　　　　　　　　　　　　　　　だけ　　　　　　　　　　　　　　　　　　,NB7.     ,
酣　　　　　　　　　　　　　　　　　　　たけなわ　　　　　　　　　　　　　　　　,CB .     ,
凧　　　　　　　　　　　　　　　　　　　だこ　　　　　　　　　　　　　　　　　　,NBB.     ,
だこ　　　　　　　　　　　　　　　　　　だこ　　　　　　　　　　　　　　　　　　,NBB.     ,
出し　　　　　　　　　　　　　　　　　　だし　　　　　　　　　　　　　　　　　　,CB .     ,
足す　　　　　　　　　　　　　　　　　　たす　　　　　　　　　　　　　　　　　　,FBY.     ,
＋　　　　　　　　　　　　　　　　　　　たす　　　　　　　　　　　　　　　　　　,FBY.     ,
叩きする　　　　　　　　　　　　　　　　たたきする　　　　　　　　　　　　　　　,DB4.     ,
達　　　　　　　　　　　　　　　　　　　たち　　　　　　　　　　　　　　　　　　,NB1.     ,
断ち　　　　　　　　　　　　　　　　　　だち　　　　　　　　　　　　　　　　　　,CB .     ,
たっぷり　　　　　　　　　　　　　　　　たっぷり　　　　　　　　　　　　　　　　,CB .     ,
立て　　　　　　　　　　　　　　　　　　たて　　　　　　　　　　　　　　　　　　,CB .     ,
立て　　　　　　　　　　　　　　　　　　だて　　　　　　　　　　　　　　　　　　,CB .     ,
建て　　　　　　　　　　　　　　　　　　だて　　　　　　　　　　　　　　　　　　,CB .     ,
例えば　　　　　　　　　　　　　　　　　たとえば　　　　　　　　　　　　　　　　,FBY.     ,
棚　　　　　　　　　　　　　　　　　　　だな　　　　　　　　　　　　　　　　　　,NBB.     ,
だね　　　　　　　　　　　　　　　　　　だね　　　　　　　　　　　　　　　　　　,NB1.     ,
頼み　　　　　　　　　　　　　　　　　　だのみ　　　　　　　　　　　　　　　　　,NB1.     ,
玉　　　　　　　　　　　　　　　　　　　だま　　　　　　　　　　　　　　　　　　,NBB.     ,
球　　　　　　　　　　　　　　　　　　　だま　　　　　　　　　　　　　　　　　　,NBB.     ,
魂　　　　　　　　　　　　　　　　　　　だましい　　　　　　　　　　　　　　　　,NB1.     ,
頼り　　　　　　　　　　　　　　　　　　たより　　　　　　　　　　　　　　　　　,CB .     ,
便り　　　　　　　　　　　　　　　　　　だより　　　　　　　　　　　　　　　　　,NB1.     ,
だらけ　　　　　　　　　　　　　　　　　だらけ　　　　　　　　　　　　　　　　　,CB .     ,
足らず　　　　　　　　　　　　　　　　　たらず　　　　　　　　　　　　　　　　　,CB .     ,
たらたら　　　　　　　　　　　　　　　　たらたら　　　　　　　　　　　　　　　　,CB .     ,
たらんとする　　　　　　　　　　　　　　たらんとする　　　　　　　　　　　　　　,DB4.     ,
たるもの　　　　　　　　　　　　　　　　たるもの　　　　　　　　　　　　　　　　,NB1.     ,
たるや　　　　　　　　　　　　　　　　　たるや　　　　　　　　　　　　　　　　　,FBY.     ,
談　　　　　　　　　　　　　　　　　　　だん　　　　　　　　　　　　　　　　　　,NB1.     ,
団　　　　　　　　　　　　　　　　　　　だん　　　　　　　　　　　　　　　　　　,NB4.     ,
箪笥　　　　　　　　　　　　　　　　　　だんす　　　　　　　　　　　　　　　　　,NBB.     ,
池　　　　　　　　　　　　　　　　　　　ち　　　　　　　　　　　　　　　　　　　,NB7.     ,
地　　　　　　　　　　　　　　　　　　　ち　　　　　　　　　　　　　　　　　　　,NB7.     ,
値　　　　　　　　　　　　　　　　　　　ち　　　　　　　　　　　　　　　　　　　,NB1.     ,
近い　　　　　　　　　　　　　　　　　　ちかい　　　　　　　　　　　　　　　　　,KB .     ,
違い　　　　　　　　　　　　　　　　　　ちがい　　　　　　　　　　　　　　　　　,CB .     ,
近く　　　　　　　　　　　　　　　　　　ちかく　　　　　　　　　　　　　　　　　,FBY.     ,
茶　　　　　　　　　　　　　　　　　　　ちゃ　　　　　　　　　　　　　　　　　　,NBB.     ,
着　　　　　　　　　　　　　　　　　　　ちゃく　　　　　　　　　　　　　　　　　,NB1.     ,
茶碗　　　　　　　　　　　　　　　　　　ぢゃわん　　　　　　　　　　　　　　　　,NBB.     ,
茶わん　　　　　　　　　　　　　　　　　ぢゃわん　　　　　　　　　　　　　　　　,NBB.     ,
ちゃん　　　　　　　　　　　　　　　　　ちゃん　　　　　　　　　　　　　　　　　,NB7.     ,
中　　　　　　　　　　　　　　　　　　　ちゅう　　　　　　　　　　　　　　　　　,CB .     ,
中　　　　　　　　　　　　　　　　　　　ちゅう　　　　　　　　　　　　　　　　　,NB8.     ,
中部　　　　　　　　　　　　　　　　　　ちゅうぶ　　　　　　　　　　　　　　　　,NB7.     ,
著　　　　　　　　　　　　　　　　　　　ちょ　　　　　　　　　　　　　　　　　　,NB1.     ,
長　　　　　　　　　　　　　　　　　　　ちょう　　　　　　　　　　　　　　　　　,NB1.     ,
長　　　　　　　　　　　　　　　　　　　ちょう　　　　　　　　　　　　　　　　　,NB4.     ,人
調　　　　　　　　　　　　　　　　　　　ちょう　　　　　　　　　　　　　　　　　,NB1.     ,
町　　　　　　　　　　　　　　　　　　　ちょう　　　　　　　　　　　　　　　　　,NB7.     ,
庁　　　　　　　　　　　　　　　　　　　ちょう　　　　　　　　　　　　　　　　　,NB5.     ,
帳　　　　　　　　　　　　　　　　　　　ちょう　　　　　　　　　　　　　　　　　,NBB.     ,
丁度　　　　　　　　　　　　　　　　　　ちょうど　　　　　　　　　　　　　　　　,CB .     ,
長殿　　　　　　　　　　　　　　　　　　ちょうどの　　　　　　　　　　　　　　　,NB1.     ,
賃　　　　　　　　　　　　　　　　　　　ちん　　　　　　　　　　　　　　　　　　,NB1.     ,
通　　　　　　　　　　　　　　　　　　　つう　　　　　　　　　　　　　　　　　　,NB4.     ,
痛　　　　　　　　　　　　　　　　　　　つう　　　　　　　　　　　　　　　　　　,NB1.     ,
塚　　　　　　　　　　　　　　　　　　　づか　　　　　　　　　　　　　　　　　　,NB7.     ,
遣い　　　　　　　　　　　　　　　　　　づかい　　　　　　　　　　　　　　　　　,NB1.     ,
疲れ　　　　　　　　　　　　　　　　　　づかれ　　　　　　　　　　　　　　　　　,NB1.     ,
憑き　　　　　　　　　　　　　　　　　　つき　　　　　　　　　　　　　　　　　　,NB1.     ,
付き　　　　　　　　　　　　　　　　　　つき　　　　　　　　　　　　　　　　　　,CB .     ,
付き　　　　　　　　　　　　　　　　　　つき　　　　　　　　　　　　　　　　　　,NB1.     ,
付き　　　　　　　　　　　　　　　　　　づき　　　　　　　　　　　　　　　　　　,CB .     ,
月　　　　　　　　　　　　　　　　　　　づき　　　　　　　　　　　　　　　　　　,NB8.     ,
付き合いする　　　　　　　　　　　　　　づきあいする　　　　　　　　　　　　　　,DB4.     ,
づく　　　　　　　　　　　　　　　　　　づく　　　　　　　　　　　　　　　　　　,DBK.     ,
机　　　　　　　　　　　　　　　　　　　づくえ　　　　　　　　　　　　　　　　　,NBB.     , 
尽し　　　　　　　　　　　　　　　　　　づくし　　　　　　　　　　　　　　　　　,CB .     ,
づくし　　　　　　　　　　　　　　　　　づくし　　　　　　　　　　　　　　　　　,CB .     ,
作り　　　　　　　　　　　　　　　　　　つくり　　　　　　　　　　　　　　　　　,NB4.     ,
造り　　　　　　　　　　　　　　　　　　づくり　　　　　　　　　　　　　　　　　,NBB.     ,
作り　　　　　　　　　　　　　　　　　　づくり　　　　　　　　　　　　　　　　　,CB .     ,
附け　　　　　　　　　　　　　　　　　　づけ　　　　　　　　　　　　　　　　　　,CB .     ,
付け　　　　　　　　　　　　　　　　　　づけ　　　　　　　　　　　　　　　　　　,CB .     ,
漬け　　　　　　　　　　　　　　　　　　づけ　　　　　　　　　　　　　　　　　　,NBB.     ,
伝い　　　　　　　　　　　　　　　　　　づたい　　　　　　　　　　　　　　　　　,CB .     ,
筒　　　　　　　　　　　　　　　　　　　づつ　　　　　　　　　　　　　　　　　　,NBB.     ,
勤めする　　　　　　　　　　　　　　　　づとめする　　　　　　　　　　　　　　　,DB4.     ,
っ放し　　　　　　　　　　　　　　　　　っぱなし　　　　　　　　　　　　　　　　,CB .  N  ,
粒　　　　　　　　　　　　　　　　　　　つぶ　　　　　　　　　　　　　　　　　　,NBB.     ,
つぶしする　　　　　　　　　　　　　　　つぶしする　　　　　　　　　　　　　　　,DB4.     ,
詰まり　　　　　　　　　　　　　　　　　づまり　　　　　　　　　　　　　　　　　,CB .     ,
積み　　　　　　　　　　　　　　　　　　づみ　　　　　　　　　　　　　　　　　　,CB .     ,
詰め　　　　　　　　　　　　　　　　　　づめ　　　　　　　　　　　　　　　　　　,CB .     ,
強い　　　　　　　　　　　　　　　　　　づよい　　　　　　　　　　　　　　　　　,KB .  P  ,
強さ　　　　　　　　　　　　　　　　　　づよさ　　　　　　　　　　　　　　　　　,NB1.  P  ,
辛い　　　　　　　　　　　　　　　　　　づらい　　　　　　　　　　　　　　　　　,KB .  N  ,
辛さ　　　　　　　　　　　　　　　　　　づらさ　　　　　　　　　　　　　　　　　,NB1.  N  ,
釣り　　　　　　　　　　　　　　　　　　つり　　　　　　　　　　　　　　　　　　,NB4.     ,
釣り　　　　　　　　　　　　　　　　　　づり　　　　　　　　　　　　　　　　　　,NB1.     ,
連れ　　　　　　　　　　　　　　　　　　づれ　　　　　　　　　　　　　　　　　　,CB .     ,
手　　　　　　　　　　　　　　　　　　　て　　　　　　　　　　　　　　　　　　　,NB4.     ,
邸　　　　　　　　　　　　　　　　　　　てい　　　　　　　　　　　　　　　　　　,NB7.     ,
帝　　　　　　　　　　　　　　　　　　　てい　　　　　　　　　　　　　　　　　　,NB4.     ,
亭　　　　　　　　　　　　　　　　　　　てい　　　　　　　　　　　　　　　　　　,BB5.     ,
程度　　　　　　　　　　　　　　　　　　ていど　　　　　　　　　　　　　　　　　,NB1.     ,
デー　　　　　　　　　　　　　　　　　　でー　　　　　　　　　　　　　　　　　　,NB8.     ,
手前　　　　　　　　　　　　　　　　　　てまえ　　　　　　　　　　　　　　　　　,NB1.     ,
寺　　　　　　　　　　　　　　　　　　　でら　　　　　　　　　　　　　　　　　　,NB5.     ,
点　　　　　　　　　　　　　　　　　　　てん　　　　　　　　　　　　　　　　　　,NB1.     ,
店　　　　　　　　　　　　　　　　　　　てん　　　　　　　　　　　　　　　　　　,NB5.     ,
展　　　　　　　　　　　　　　　　　　　てん　　　　　　　　　　　　　　　　　　,FBY.     ,
展　　　　　　　　　　　　　　　　　　　てん　　　　　　　　　　　　　　　　　　,NB5.     ,
伝　　　　　　　　　　　　　　　　　　　でん　　　　　　　　　　　　　　　　　　,NB1.     ,
電業　　　　　　　　　　　　　　　　　　でんぎょう　　　　　　　　　　　　　　　,NB5.     ,
土　　　　　　　　　　　　　　　　　　　ど　　　　　　　　　　　　　　　　　　　,NBB.     ,
度　　　　　　　　　　　　　　　　　　　ど　　　　　　　　　　　　　　　　　　　,NB1.     ,
等　　　　　　　　　　　　　　　　　　　とう　　　　　　　　　　　　　　　　　　,FBY.     ,
灯　　　　　　　　　　　　　　　　　　　とう　　　　　　　　　　　　　　　　　　,NBB.     ,
島　　　　　　　　　　　　　　　　　　　とう　　　　　　　　　　　　　　　　　　,NB7.     ,
塔　　　　　　　　　　　　　　　　　　　とう　　　　　　　　　　　　　　　　　　,NBB.     ,
党　　　　　　　　　　　　　　　　　　　とう　　　　　　　　　　　　　　　　　　,NB5.     ,
道　　　　　　　　　　　　　　　　　　　どう　　　　　　　　　　　　　　　　　　,NB7.     ,
洞　　　　　　　　　　　　　　　　　　　どう　　　　　　　　　　　　　　　　　　,NB7.     ,
堂　　　　　　　　　　　　　　　　　　　どう　　　　　　　　　　　　　　　　　　,NB5.     ,
当局　　　　　　　　　　　　　　　　　　とうきょく　　　　　　　　　　　　　　　,NB5.     ,
峠　　　　　　　　　　　　　　　　　　　とうげ　　　　　　　　　　　　　　　　　,NB7.     ,
同志　　　　　　　　　　　　　　　　　　どうし　　　　　　　　　　　　　　　　　,NB1.     ,
同士　　　　　　　　　　　　　　　　　　どうし　　　　　　　　　　　　　　　　　,NB1.     ,
同然　　　　　　　　　　　　　　　　　　どうぜん　　　　　　　　　　　　　　　　,CB .     ,
同等　　　　　　　　　　　　　　　　　　どうとう　　　　　　　　　　　　　　　　,CB .     ,
豆腐　　　　　　　　　　　　　　　　　　どうふ　　　　　　　　　　　　　　　　　,NBB.     ,
同様　　　　　　　　　　　　　　　　　　どうよう　　　　　　　　　　　　　　　　,CB .     ,
どうり　　　　　　　　　　　　　　　　　どうり　　　　　　　　　　　　　　　　　,CB .     ,
通し　　　　　　　　　　　　　　　　　　どおし　　　　　　　　　　　　　　　　　,FBY.     ,
通り　　　　　　　　　　　　　　　　　　どおり　　　　　　　　　　　　　　　　　,CB .     ,
通り　　　　　　　　　　　　　　　　　　どおり　　　　　　　　　　　　　　　　　,NB7.     ,
研ぎ　　　　　　　　　　　　　　　　　　とぎ　　　　　　　　　　　　　　　　　　,NB4.     ,
時　　　　　　　　　　　　　　　　　　　どき　　　　　　　　　　　　　　　　　　,NB8.     ,
毒　　　　　　　　　　　　　　　　　　　どく　　　　　　　　　　　　　　　　　　,NBB.  N  ,
独特　　　　　　　　　　　　　　　　　　どくとく　　　　　　　　　　　　　　　　,CB .     ,
時計　　　　　　　　　　　　　　　　　　どけい　　　　　　　　　　　　　　　　　,NBB.     ,
所　　　　　　　　　　　　　　　　　　　どころ　　　　　　　　　　　　　　　　　,NB4.     ,
所　　　　　　　　　　　　　　　　　　　どころ　　　　　　　　　　　　　　　　　,NB7.     ,
所々　　　　　　　　　　　　　　　　　　ところどころ　　　　　　　　　　　　　　,NB7.     ,
途上　　　　　　　　　　　　　　　　　　とじょう　　　　　　　　　　　　　　　　,NB8.     ,
どっさり　　　　　　　　　　　　　　　　どっさり　　　　　　　　　　　　　　　　,CB .     ,
届け　　　　　　　　　　　　　　　　　　とどけ　　　　　　　　　　　　　　　　　,NB1.     ,
届　　　　　　　　　　　　　　　　　　　とどけ　　　　　　　　　　　　　　　　　,NB1.     ,
殿　　　　　　　　　　　　　　　　　　　どの　　　　　　　　　　　　　　　　　　,NB1.     ,
止まり　　　　　　　　　　　　　　　　　どまり　　　　　　　　　　　　　　　　　,CB .     ,
止め　　　　　　　　　　　　　　　　　　どめ　　　　　　　　　　　　　　　　　　,CB .     ,
共　　　　　　　　　　　　　　　　　　　とも　　　　　　　　　　　　　　　　　　,NB4.     ,
ども　　　　　　　　　　　　　　　　　　ども　　　　　　　　　　　　　　　　　　,NB4.     ,
共々　　　　　　　　　　　　　　　　　　ともども　　　　　　　　　　　　　　　　,NB1.     ,
ともに　　　　　　　　　　　　　　　　　ともに　　　　　　　　　　　　　　　　　,FBY.     ,
捕り　　　　　　　　　　　　　　　　　　とり　　　　　　　　　　　　　　　　　　,NB4.     ,
取りする　　　　　　　　　　　　　　　　どりする　　　　　　　　　　　　　　　　,DB4.     ,
取り混ぜて　　　　　　　　　　　　　　　とりまぜて　　　　　　　　　　　　　　　,FBY.     ,
問屋　　　　　　　　　　　　　　　　　　どんや　　　　　　　　　　　　　　　　　,NB5.     ,
内　　　　　　　　　　　　　　　　　　　ない　　　　　　　　　　　　　　　　　　,CB .     ,
乃至　　　　　　　　　　　　　　　　　　ないし　　　　　　　　　　　　　　　　　,FBY.     ,
乃至は　　　　　　　　　　　　　　　　　ないしは　　　　　　　　　　　　　　　　,FBY.     ,
直し　　　　　　　　　　　　　　　　　　なおし　　　　　　　　　　　　　　　　　,CB .     ,
直しする　　　　　　　　　　　　　　　　なおしする　　　　　　　　　　　　　　　,DB4.  P  ,
中　　　　　　　　　　　　　　　　　　　なか　　　　　　　　　　　　　　　　　　,CB .     ,
泣かせ　　　　　　　　　　　　　　　　　なかせ　　　　　　　　　　　　　　　　　,CB .  N  ,
半ば　　　　　　　　　　　　　　　　　　なかば　　　　　　　　　　　　　　　　　,NB1.     ,
中ば　　　　　　　　　　　　　　　　　　なかば　　　　　　　　　　　　　　　　　,NB1.     ,
仲間　　　　　　　　　　　　　　　　　　なかま　　　　　　　　　　　　　　　　　,NB4.     ,
ながら　　　　　　　　　　　　　　　　　ながら　　　　　　　　　　　　　　　　　,FBY.     ,
無き　　　　　　　　　　　　　　　　　　なき　　　　　　　　　　　　　　　　　　,FBY.     ,
無く　　　　　　　　　　　　　　　　　　なく　　　　　　　　　　　　　　　　　　,FBY.     ,
なくして　　　　　　　　　　　　　　　　なくして　　　　　　　　　　　　　　　　,FBY.     ,否定
なさげ　　　　　　　　　　　　　　　　　なさげ　　　　　　　　　　　　　　　　　,CB .     ,
無し　　　　　　　　　　　　　　　　　　なし　　　　　　　　　　　　　　　　　　,CB .     ,
灘　　　　　　　　　　　　　　　　　　　なだ　　　　　　　　　　　　　　　　　　,NB7.     ,
等　　　　　　　　　　　　　　　　　　　など　　　　　　　　　　　　　　　　　　,NB1.     ,
等々　　　　　　　　　　　　　　　　　　などなど　　　　　　　　　　　　　　　　,NB1.     ,
ナビ　　　　　　　　　　　　　　　　　　なび　　　　　　　　　　　　　　　　　　,NBB.     ,
鍋　　　　　　　　　　　　　　　　　　　なべ　　　　　　　　　　　　　　　　　　,NBB.     ,
並み　　　　　　　　　　　　　　　　　　なみ　　　　　　　　　　　　　　　　　　,CB .     ,
ならず　　　　　　　　　　　　　　　　　ならず　　　　　　　　　　　　　　　　　,CB .     ,
ならずとも　　　　　　　　　　　　　　　ならずとも　　　　　　　　　　　　　　　,FBY.     ,
ならではの　　　　　　　　　　　　　　　ならではの　　　　　　　　　　　　　　　,RB .     ,
ならぬ　　　　　　　　　　　　　　　　　ならぬ　　　　　　　　　　　　　　　　　,RB .     ,
也　　　　　　　　　　　　　　　　　　　なり　　　　　　　　　　　　　　　　　　,FBY.     ,
なる　　　　　　　　　　　　　　　　　　なる　　　　　　　　　　　　　　　　　　,RB .     ,
なるもの　　　　　　　　　　　　　　　　なるもの　　　　　　　　　　　　　　　　,RB .     ,
慣れする　　　　　　　　　　　　　　　　なれする　　　　　　　　　　　　　　　　,DB4.  P  ,
難　　　　　　　　　　　　　　　　　　　なん　　　　　　　　　　　　　　　　　　,CB .  N  ,
煮　　　　　　　　　　　　　　　　　　　に　　　　　　　　　　　　　　　　　　　,NBB.     ,
似　　　　　　　　　　　　　　　　　　　に　　　　　　　　　　　　　　　　　　　,NB1.     ,
難い　　　　　　　　　　　　　　　　　　にくい　　　　　　　　　　　　　　　　　,KB .  N  ,
難さ　　　　　　　　　　　　　　　　　　にくさ　　　　　　　　　　　　　　　　　,NB1.  N  ,
西　　　　　　　　　　　　　　　　　　　にし　　　　　　　　　　　　　　　　　　,NB7.     ,
日　　　　　　　　　　　　　　　　　　　にち　　　　　　　　　　　　　　　　　　,NB7.     ,
乳　　　　　　　　　　　　　　　　　　　にゅう　　　　　　　　　　　　　　　　　,FBY.     ,
人　　　　　　　　　　　　　　　　　　　にん　　　　　　　　　　　　　　　　　　,NB4.     ,
人付き　　　　　　　　　　　　　　　　　にんつき　　　　　　　　　　　　　　　　,CB .     ,
抜き　　　　　　　　　　　　　　　　　　ぬき　　　　　　　　　　　　　　　　　　,CB .     ,
主　　　　　　　　　　　　　　　　　　　ぬし　　　　　　　　　　　　　　　　　　,NB4.     ,
沼　　　　　　　　　　　　　　　　　　　ぬま　　　　　　　　　　　　　　　　　　,NB7.     ,
塗り　　　　　　　　　　　　　　　　　　ぬり　　　　　　　　　　　　　　　　　　,NBB.     ,
値　　　　　　　　　　　　　　　　　　　ね　　　　　　　　　　　　　　　　　　　,NB1.     ,
願い　　　　　　　　　　　　　　　　　　ねがい　　　　　　　　　　　　　　　　　,NB1.     ,
熱　　　　　　　　　　　　　　　　　　　ねつ　　　　　　　　　　　　　　　　　　,NBB.     ,
狙い　　　　　　　　　　　　　　　　　　ねらい　　　　　　　　　　　　　　　　　,CB .     ,
練り　　　　　　　　　　　　　　　　　　ねり　　　　　　　　　　　　　　　　　　,NBB.     ,
年　　　　　　　　　　　　　　　　　　　ねん　　　　　　　　　　　　　　　　　　,NB8.     ,
年度　　　　　　　　　　　　　　　　　　ねんど　　　　　　　　　　　　　　　　　,NB8.     ,
能　　　　　　　　　　　　　　　　　　　のう　　　　　　　　　　　　　　　　　　,NB .     ,
逃れ　　　　　　　　　　　　　　　　　　のがれ　　　　　　　　　　　　　　　　　,NB1.     ,
≠　　　　　　　　　　　　　　　　　　　のっといくおーる　　　　　　　　　　　　,FBY.     ,
のみならず　　　　　　　　　　　　　　　のみならず　　　　　　　　　　　　　　　,FBY.     ,
乗り　　　　　　　　　　　　　　　　　　のり　　　　　　　　　　　　　　　　　　,NB4.     ,
派　　　　　　　　　　　　　　　　　　　は　　　　　　　　　　　　　　　　　　　,NB4.     ,
波　　　　　　　　　　　　　　　　　　　は　　　　　　　　　　　　　　　　　　　,NBB.     ,
葉　　　　　　　　　　　　　　　　　　　ば　　　　　　　　　　　　　　　　　　　,NB4.     ,
場　　　　　　　　　　　　　　　　　　　ば　　　　　　　　　　　　　　　　　　　,NB7.     ,
／　　　　　　　　　　　　　　　　　　　ぱー　　　　　　　　　　　　　　　　　　,FBY.     ,
拝　　　　　　　　　　　　　　　　　　　はい　　　　　　　　　　　　　　　　　　,FBY.     ,
箔　　　　　　　　　　　　　　　　　　　はく　　　　　　　　　　　　　　　　　　,NBB.     ,
博　　　　　　　　　　　　　　　　　　　はく　　　　　　　　　　　　　　　　　　,NB1.     ,
博　　　　　　　　　　　　　　　　　　　はく　　　　　　　　　　　　　　　　　　,NB5.     ,
伯　　　　　　　　　　　　　　　　　　　はく　　　　　　　　　　　　　　　　　　,CB .     ,
箱　　　　　　　　　　　　　　　　　　　ばこ　　　　　　　　　　　　　　　　　　,NBB.     ,
挟み　　　　　　　　　　　　　　　　　　ばさみ　　　　　　　　　　　　　　　　　,NBB.     ,
橋　　　　　　　　　　　　　　　　　　　ばし　　　　　　　　　　　　　　　　　　,NB7.     ,
初め　　　　　　　　　　　　　　　　　　はじめ　　　　　　　　　　　　　　　　　,NB1.     ,
始め　　　　　　　　　　　　　　　　　　はじめ　　　　　　　　　　　　　　　　　,NB1.     ,
始め　　　　　　　　　　　　　　　　　　はじめ　　　　　　　　　　　　　　　　　,NB8.     ,
始める　　　　　　　　　　　　　　　　　はじめる　　　　　　　　　　　　　　　　,DB1.     ,
柱　　　　　　　　　　　　　　　　　　　ばしら　　　　　　　　　　　　　　　　　,NBB.     ,
外れ　　　　　　　　　　　　　　　　　　はずれ　　　　　　　　　　　　　　　　　,CB .     ,
肌　　　　　　　　　　　　　　　　　　　はだ　　　　　　　　　　　　　　　　　　,NB4.     ,
畑　　　　　　　　　　　　　　　　　　　ばたけ　　　　　　　　　　　　　　　　　,NB7.     ,
はだし　　　　　　　　　　　　　　　　　はだし　　　　　　　　　　　　　　　　　,CB .     ,
