強　　　　　　　　　　　　　　　　　　　きょう　　　　　　　　　　　　　　　　　,CB .     ,
峡　　　　　　　　　　　　　　　　　　　きょう　　　　　　　　　　　　　　　　　,NB7.     ,
卿　　　　　　　　　　　　　　　　　　　きょう　　　　　　　　　　　　　　　　　,NB4.     ,
協　　　　　　　　　　　　　　　　　　　きょう　　　　　　　　　　　　　　　　　,NB5.     ,協議会
業　　　　　　　　　　　　　　　　　　　ぎょう　　　　　　　　　　　　　　　　　,NB1.     ,
業法　　　　　　　　　　　　　　　　　　ぎょうほう　　　　　　　　　　　　　　　,NB1.     ,
曲　　　　　　　　　　　　　　　　　　　きょく　　　　　　　　　　　　　　　　　,NB1.     ,
局　　　　　　　　　　　　　　　　　　　きょく　　　　　　　　　　　　　　　　　,NB5.     ,
嫌い　　　　　　　　　　　　　　　　　　ぎらい　　　　　　　　　　　　　　　　　,CB .     ,
きり　　　　　　　　　　　　　　　　　　きり　　　　　　　　　　　　　　　　　　,CB .     ,
切り　　　　　　　　　　　　　　　　　　ぎり　　　　　　　　　　　　　　　　　　,CB .     ,
ぎりぎり　　　　　　　　　　　　　　　　ぎりぎり　　　　　　　　　　　　　　　　,CB .     ,
切れ　　　　　　　　　　　　　　　　　　ぎれ　　　　　　　　　　　　　　　　　　,CB .     ,
際　　　　　　　　　　　　　　　　　　　ぎわ　　　　　　　　　　　　　　　　　　,NB7.     ,
極まり　　　　　　　　　　　　　　　　　きわまり　　　　　　　　　　　　　　　　,CB .     ,
窮まり　　　　　　　　　　　　　　　　　きわまり　　　　　　　　　　　　　　　　,CB .     ,
金　　　　　　　　　　　　　　　　　　　きん　　　　　　　　　　　　　　　　　　,NB1.     ,
菌　　　　　　　　　　　　　　　　　　　きん　　　　　　　　　　　　　　　　　　,NBB.  N  ,
筋　　　　　　　　　　　　　　　　　　　きん　　　　　　　　　　　　　　　　　　,NBB.     ,
苦　　　　　　　　　　　　　　　　　　　く　　　　　　　　　　　　　　　　　　　,NB1.  N  ,
区　　　　　　　　　　　　　　　　　　　く　　　　　　　　　　　　　　　　　　　,NB7.     ,
句　　　　　　　　　　　　　　　　　　　く　　　　　　　　　　　　　　　　　　　,NB1.     ,
具　　　　　　　　　　　　　　　　　　　ぐ　　　　　　　　　　　　　　　　　　　,NBB.     ,
具合い　　　　　　　　　　　　　　　　　ぐあい　　　　　　　　　　　　　　　　　,NB1.     ,
具合　　　　　　　　　　　　　　　　　　ぐあい　　　　　　　　　　　　　　　　　,NB1.     ,
食いする　　　　　　　　　　　　　　　　ぐいする　　　　　　　　　　　　　　　　,DB4.     ,
宮　　　　　　　　　　　　　　　　　　　ぐう　　　　　　　　　　　　　　　　　　,NB5.     ,
臭い　　　　　　　　　　　　　　　　　　くさい　　　　　　　　　　　　　　　　　,KB .  N  ,
臭さ　　　　　　　　　　　　　　　　　　くささ　　　　　　　　　　　　　　　　　,NB1.  N  ,
屑　　　　　　　　　　　　　　　　　　　くず　　　　　　　　　　　　　　　　　　,NBB.     ,
薬　　　　　　　　　　　　　　　　　　　ぐすり　　　　　　　　　　　　　　　　　,NBB.     ,
崩れする　　　　　　　　　　　　　　　　くずれする　　　　　　　　　　　　　　　,DB4.  N  ,
癖　　　　　　　　　　　　　　　　　　　ぐせ　　　　　　　　　　　　　　　　　　,NB1.  N  ,
口　　　　　　　　　　　　　　　　　　　ぐち　　　　　　　　　　　　　　　　　　,NB5.     ,
靴　　　　　　　　　　　　　　　　　　　ぐつ　　　　　　　　　　　　　　　　　　,NBB.     ,
具店　　　　　　　　　　　　　　　　　　ぐてん　　　　　　　　　　　　　　　　　,NB5.     ,
組み　　　　　　　　　　　　　　　　　　ぐみ　　　　　　　　　　　　　　　　　　,FBY.     ,
組　　　　　　　　　　　　　　　　　　　ぐみ　　　　　　　　　　　　　　　　　　,NB5.     ,
位　　　　　　　　　　　　　　　　　　　ぐらい　　　　　　　　　　　　　　　　　,FBT.     ,
暮らしする　　　　　　　　　　　　　　　くらしする　　　　　　　　　　　　　　　,DB4.     ,
暮らしする　　　　　　　　　　　　　　　ぐらしする　　　　　　　　　　　　　　　,DB4.     ,
比べする　　　　　　　　　　　　　　　　くらべする　　　　　　　　　　　　　　　,DB4.     ,
車　　　　　　　　　　　　　　　　　　　ぐるま　　　　　　　　　　　　　　　　　,NBB.     ,
包み　　　　　　　　　　　　　　　　　　ぐるみ　　　　　　　　　　　　　　　　　,CB .     ,
訓　　　　　　　　　　　　　　　　　　　くん　　　　　　　　　　　　　　　　　　,NB1.     ,
君　　　　　　　　　　　　　　　　　　　くん　　　　　　　　　　　　　　　　　　,NB4.     ,
郡　　　　　　　　　　　　　　　　　　　ぐん　　　　　　　　　　　　　　　　　　,NB7.     ,
軍　　　　　　　　　　　　　　　　　　　ぐん　　　　　　　　　　　　　　　　　　,NB5.     ,
群　　　　　　　　　　　　　　　　　　　ぐん　　　　　　　　　　　　　　　　　　,NBB.     ,
くんだり　　　　　　　　　　　　　　　　くんだり　　　　　　　　　　　　　　　　,NB7.     ,
君ち　　　　　　　　　　　　　　　　　　くんち　　　　　　　　　　　　　　　　　,NB7.     ,
家　　　　　　　　　　　　　　　　　　　け　　　　　　　　　　　　　　　　　　　,NB5.     ,
計　　　　　　　　　　　　　　　　　　　けい　　　　　　　　　　　　　　　　　　,NB1.     ,
系　　　　　　　　　　　　　　　　　　　けい　　　　　　　　　　　　　　　　　　,NB1.     ,
形　　　　　　　　　　　　　　　　　　　けい　　　　　　　　　　　　　　　　　　,NB1.     ,
刑　　　　　　　　　　　　　　　　　　　けい　　　　　　　　　　　　　　　　　　,KB1.     ,
芸　　　　　　　　　　　　　　　　　　　げい　　　　　　　　　　　　　　　　　　,NB1.     ,
稽古　　　　　　　　　　　　　　　　　　げいこ　　　　　　　　　　　　　　　　　,NB1.     ,
劇　　　　　　　　　　　　　　　　　　　げき　　　　　　　　　　　　　　　　　　,NB1.     ,
軒　　　　　　　　　　　　　　　　　　　けん　　　　　　　　　　　　　　　　　　,NB5.     ,
県　　　　　　　　　　　　　　　　　　　けん　　　　　　　　　　　　　　　　　　,NB5.     ,
研　　　　　　　　　　　　　　　　　　　けん　　　　　　　　　　　　　　　　　　,NB5.     ,
犬　　　　　　　　　　　　　　　　　　　けん　　　　　　　　　　　　　　　　　　,NB1.     ,
権　　　　　　　　　　　　　　　　　　　けん　　　　　　　　　　　　　　　　　　,NB1.     ,
圏　　　　　　　　　　　　　　　　　　　けん　　　　　　　　　　　　　　　　　　,NB7.     ,
券　　　　　　　　　　　　　　　　　　　けん　　　　　　　　　　　　　　　　　　,NBB.     ,
兼　　　　　　　　　　　　　　　　　　　けん　　　　　　　　　　　　　　　　　　,FBY.     ,
源　　　　　　　　　　　　　　　　　　　げん　　　　　　　　　　　　　　　　　　,NB1.     ,
減　　　　　　　　　　　　　　　　　　　げん　　　　　　　　　　　　　　　　　　,CB .     ,
元　　　　　　　　　　　　　　　　　　　げん　　　　　　　　　　　　　　　　　　,NB1.     ,
県下　　　　　　　　　　　　　　　　　　けんか　　　　　　　　　　　　　　　　　,NB7.     ,
喧嘩する　　　　　　　　　　　　　　　　げんかする　　　　　　　　　　　　　　　,DB4.  N  ,
権者　　　　　　　　　　　　　　　　　　けんしゃ　　　　　　　　　　　　　　　　,NB4.     ,
権法　　　　　　　　　　　　　　　　　　けんほう　　　　　　　　　　　　　　　　,NB1.     ,
粉　　　　　　　　　　　　　　　　　　　こ　　　　　　　　　　　　　　　　　　　,NBB.     ,
湖　　　　　　　　　　　　　　　　　　　こ　　　　　　　　　　　　　　　　　　　,NB7.     ,
庫　　　　　　　　　　　　　　　　　　　こ　　　　　　　　　　　　　　　　　　　,NB7.     ,
語　　　　　　　　　　　　　　　　　　　ご　　　　　　　　　　　　　　　　　　　,NB1.     ,
後　　　　　　　　　　　　　　　　　　　ご　　　　　　　　　　　　　　　　　　　,NB8.     ,
乞いする　　　　　　　　　　　　　　　　ごいする　　　　　　　　　　　　　　　　,DB4.     ,
項　　　　　　　　　　　　　　　　　　　こう　　　　　　　　　　　　　　　　　　,NB1.     ,
鋼　　　　　　　　　　　　　　　　　　　こう　　　　　　　　　　　　　　　　　　,NBB.     ,
鉱　　　　　　　　　　　　　　　　　　　こう　　　　　　　　　　　　　　　　　　,NBB.     ,
膏　　　　　　　　　　　　　　　　　　　こう　　　　　　　　　　　　　　　　　　,NBB.     ,
港　　　　　　　　　　　　　　　　　　　こう　　　　　　　　　　　　　　　　　　,NB7.     ,
校　　　　　　　　　　　　　　　　　　　こう　　　　　　　　　　　　　　　　　　,NB5.     ,
工　　　　　　　　　　　　　　　　　　　こう　　　　　　　　　　　　　　　　　　,NB4.     ,
孔　　　　　　　　　　　　　　　　　　　こう　　　　　　　　　　　　　　　　　　,NB7.     ,
口　　　　　　　　　　　　　　　　　　　こう　　　　　　　　　　　　　　　　　　,NB7.     ,
光　　　　　　　　　　　　　　　　　　　こう　　　　　　　　　　　　　　　　　　,NBB.     ,
号　　　　　　　　　　　　　　　　　　　ごう　　　　　　　　　　　　　　　　　　,NB1.     ,
格子　　　　　　　　　　　　　　　　　　ごうし　　　　　　　　　　　　　　　　　,NBB.     ,
肥え　　　　　　　　　　　　　　　　　　ごえ　　　　　　　　　　　　　　　　　　,CB .     ,
声　　　　　　　　　　　　　　　　　　　ごえ　　　　　　　　　　　　　　　　　　,NB1.     ,
越えする　　　　　　　　　　　　　　　　ごえする　　　　　　　　　　　　　　　　,DB4.     ,
国　　　　　　　　　　　　　　　　　　　こく　　　　　　　　　　　　　　　　　　,NB5.     ,
心地　　　　　　　　　　　　　　　　　　ごこち　　　　　　　　　　　　　　　　　,NB1.     ,
心地良い　　　　　　　　　　　　　　　　ごこちよい　　　　　　　　　　　　　　　,KB .  P  ,
心地良さ　　　　　　　　　　　　　　　　ごこちよさ　　　　　　　　　　　　　　　,NB1.  P  ,
心　　　　　　　　　　　　　　　　　　　ごころ　　　　　　　　　　　　　　　　　,NB1.     ,
腰　　　　　　　　　　　　　　　　　　　ごし　　　　　　　　　　　　　　　　　　,NB1.     ,
越し　　　　　　　　　　　　　　　　　　ごし　　　　　　　　　　　　　　　　　　,CB .     ,
応え　　　　　　　　　　　　　　　　　　ごたえ　　　　　　　　　　　　　　　　　,NB1.     ,
骨　　　　　　　　　　　　　　　　　　　こつ　　　　　　　　　　　　　　　　　　,NBB.     ,
こっきり　　　　　　　　　　　　　　　　こっきり　　　　　　　　　　　　　　　　,CB .     ,
ごっこ　　　　　　　　　　　　　　　　　ごっこ　　　　　　　　　　　　　　　　　,NB1.     ,
毎　　　　　　　　　　　　　　　　　　　ごと　　　　　　　　　　　　　　　　　　,CB .     ,
事　　　　　　　　　　　　　　　　　　　ごと　　　　　　　　　　　　　　　　　　,CB .     ,
ごとき　　　　　　　　　　　　　　　　　ごとき　　　　　　　　　　　　　　　　　,RB .     ,
この上　　　　　　　　　　　　　　　　　このうえ　　　　　　　　　　　　　　　　,FBY.     ,
このかた　　　　　　　　　　　　　　　　このかた　　　　　　　　　　　　　　　　,CB .     ,
好み　　　　　　　　　　　　　　　　　　ごのみ　　　　　　　　　　　　　　　　　,CB .     ,
込み　　　　　　　　　　　　　　　　　　こみ　　　　　　　　　　　　　　　　　　,CB .     ,
込　　　　　　　　　　　　　　　　　　　こみ　　　　　　　　　　　　　　　　　　,CB .     ,
小屋　　　　　　　　　　　　　　　　　　ごや　　　　　　　　　　　　　　　　　　,NB7.     ,
頃　　　　　　　　　　　　　　　　　　　ころ　　　　　　　　　　　　　　　　　　,NB8.     ,
頃　　　　　　　　　　　　　　　　　　　ごろ　　　　　　　　　　　　　　　　　　,NB8.     ,
殺し　　　　　　　　　　　　　　　　　　ごろし　　　　　　　　　　　　　　　　　,NB1.  N  ,
痕　　　　　　　　　　　　　　　　　　　こん　　　　　　　　　　　　　　　　　　,NBB.     ,
懇　　　　　　　　　　　　　　　　　　　こん　　　　　　　　　　　　　　　　　　,NB5.     ,懇談会
差　　　　　　　　　　　　　　　　　　　さ　　　　　　　　　　　　　　　　　　　,NB1.     ,
座　　　　　　　　　　　　　　　　　　　ざ　　　　　　　　　　　　　　　　　　　,NB7.     ,
祭　　　　　　　　　　　　　　　　　　　さい　　　　　　　　　　　　　　　　　　,NB1.     ,
債　　　　　　　　　　　　　　　　　　　さい　　　　　　　　　　　　　　　　　　,NB1.     ,
財　　　　　　　　　　　　　　　　　　　ざい　　　　　　　　　　　　　　　　　　,NB1.     ,
罪　　　　　　　　　　　　　　　　　　　ざい　　　　　　　　　　　　　　　　　　,NB1.     ,
材　　　　　　　　　　　　　　　　　　　ざい　　　　　　　　　　　　　　　　　　,NBB.     ,
剤　　　　　　　　　　　　　　　　　　　ざい　　　　　　　　　　　　　　　　　　,NBB.     ,
細工　　　　　　　　　　　　　　　　　　ざいく　　　　　　　　　　　　　　　　　,NBB.     ,
坂　　　　　　　　　　　　　　　　　　　ざか　　　　　　　　　　　　　　　　　　,NB7.     ,
探しする　　　　　　　　　　　　　　　　さがしする　　　　　　　　　　　　　　　,DB4.     ,
坂下　　　　　　　　　　　　　　　　　　ざかした　　　　　　　　　　　　　　　　,NB7.     ,
盛り　　　　　　　　　　　　　　　　　　ざかり　　　　　　　　　　　　　　　　　,CB .     ,
先　　　　　　　　　　　　　　　　　　　さき　　　　　　　　　　　　　　　　　　,NB7.     ,
崎　　　　　　　　　　　　　　　　　　　ざき　　　　　　　　　　　　　　　　　　,NB7.     ,
索　　　　　　　　　　　　　　　　　　　さく　　　　　　　　　　　　　　　　　　,NBB.     ,
策　　　　　　　　　　　　　　　　　　　さく　　　　　　　　　　　　　　　　　　,NB1.     ,
作　　　　　　　　　　　　　　　　　　　さく　　　　　　　　　　　　　　　　　　,NB1.     ,
刺し　　　　　　　　　　　　　　　　　　さし　　　　　　　　　　　　　　　　　　,NBB.     ,
宛ら　　　　　　　　　　　　　　　　　　さながら　　　　　　　　　　　　　　　　,FBY.     ,
様　　　　　　　　　　　　　　　　　　　さま　　　　　　　　　　　　　　　　　　,NB4.     ,
様々　　　　　　　　　　　　　　　　　　さまざま　　　　　　　　　　　　　　　　,CB .     ,
ざまに　　　　　　　　　　　　　　　　　ざまに　　　　　　　　　　　　　　　　　,CB .     ,
皿　　　　　　　　　　　　　　　　　　　ざら　　　　　　　　　　　　　　　　　　,NBB.     ,
騒ぎ　　　　　　　　　　　　　　　　　　さわぎ　　　　　　　　　　　　　　　　　,CB .  N  ,
酸　　　　　　　　　　　　　　　　　　　さん　　　　　　　　　　　　　　　　　　,NBB.     ,
産　　　　　　　　　　　　　　　　　　　さん　　　　　　　　　　　　　　　　　　,NBB.     ,
山　　　　　　　　　　　　　　　　　　　さん　　　　　　　　　　　　　　　　　　,NB7.     ,
さん　　　　　　　　　　　　　　　　　　さん　　　　　　　　　　　　　　　　　　,NB4.     ,
残　　　　　　　　　　　　　　　　　　　ざん　　　　　　　　　　　　　　　　　　,NB1.     ,
山　　　　　　　　　　　　　　　　　　　ざん　　　　　　　　　　　　　　　　　　,NB7.     ,
さんち　　　　　　　　　　　　　　　　　さんち　　　　　　　　　　　　　　　　　,NB7.     ,
三昧　　　　　　　　　　　　　　　　　　ざんまい　　　　　　　　　　　　　　　　,CB .     ,
歯　　　　　　　　　　　　　　　　　　　し　　　　　　　　　　　　　　　　　　　,NBB.     ,
誌　　　　　　　　　　　　　　　　　　　し　　　　　　　　　　　　　　　　　　　,NB1.     ,
詩　　　　　　　　　　　　　　　　　　　し　　　　　　　　　　　　　　　　　　　,NB1.     ,
紙　　　　　　　　　　　　　　　　　　　し　　　　　　　　　　　　　　　　　　　,NBB.     ,
氏　　　　　　　　　　　　　　　　　　　し　　　　　　　　　　　　　　　　　　　,NB1.     ,
師　　　　　　　　　　　　　　　　　　　し　　　　　　　　　　　　　　　　　　　,NB1.     ,
市　　　　　　　　　　　　　　　　　　　し　　　　　　　　　　　　　　　　　　　,NB7.     ,
士　　　　　　　　　　　　　　　　　　　し　　　　　　　　　　　　　　　　　　　,NB4.     ,
史　　　　　　　　　　　　　　　　　　　し　　　　　　　　　　　　　　　　　　　,NB8.     ,
司　　　　　　　　　　　　　　　　　　　し　　　　　　　　　　　　　　　　　　　,NB4.     ,
路　　　　　　　　　　　　　　　　　　　じ　　　　　　　　　　　　　　　　　　　,NB7.     ,
時　　　　　　　　　　　　　　　　　　　じ　　　　　　　　　　　　　　　　　　　,NB7.     ,
寺　　　　　　　　　　　　　　　　　　　じ　　　　　　　　　　　　　　　　　　　,NB5.     ,
児　　　　　　　　　　　　　　　　　　　じ　　　　　　　　　　　　　　　　　　　,NB4.     ,
事　　　　　　　　　　　　　　　　　　　じ　　　　　　　　　　　　　　　　　　　,NB1.     ,
試合　　　　　　　　　　　　　　　　　　じあい　　　　　　　　　　　　　　　　　,NB1.     ,
仕上げする　　　　　　　　　　　　　　　しあげする　　　　　　　　　　　　　　　,DB4.     ,
師会　　　　　　　　　　　　　　　　　　しかい　　　　　　　　　　　　　　　　　,NB5.     ,
士会　　　　　　　　　　　　　　　　　　しかい　　　　　　　　　　　　　　　　　,NB5.     ,
仕掛け　　　　　　　　　　　　　　　　　じかけ　　　　　　　　　　　　　　　　　,CB .     ,
式　　　　　　　　　　　　　　　　　　　しき　　　　　　　　　　　　　　　　　　,NB1.     ,
敷き　　　　　　　　　　　　　　　　　　じき　　　　　　　　　　　　　　　　　　,NBB.     ,
直々　　　　　　　　　　　　　　　　　　じきじき　　　　　　　　　　　　　　　　,CB .     ,
軸　　　　　　　　　　　　　　　　　　　じく　　　　　　　　　　　　　　　　　　,NBB.     ,
至極　　　　　　　　　　　　　　　　　　しごく　　　　　　　　　　　　　　　　　,CB .     ,
仕込み　　　　　　　　　　　　　　　　　じこみ　　　　　　　　　　　　　　　　　,CB .     ,
自身　　　　　　　　　　　　　　　　　　じしん　　　　　　　　　　　　　　　　　,NB1.     ,
視する　　　　　　　　　　　　　　　　　しする　　　　　　　　　　　　　　　　　,DB4.     ,
死する　　　　　　　　　　　　　　　　　しする　　　　　　　　　　　　　　　　　,DB4.  N  ,
下　　　　　　　　　　　　　　　　　　　した　　　　　　　　　　　　　　　　　　,NB7.     ,
次第　　　　　　　　　　　　　　　　　　しだい　　　　　　　　　　　　　　　　　,CB .     ,
仕度　　　　　　　　　　　　　　　　　　じたく　　　　　　　　　　　　　　　　　,NB1.     ,
仕立て　　　　　　　　　　　　　　　　　じたて　　　　　　　　　　　　　　　　　,CB .     ,
質　　　　　　　　　　　　　　　　　　　しつ　　　　　　　　　　　　　　　　　　,NB1.     ,
室　　　　　　　　　　　　　　　　　　　しつ　　　　　　　　　　　　　　　　　　,NB5.     ,
渋りする　　　　　　　　　　　　　　　　しぶりする　　　　　　　　　　　　　　　,DB4.  N  ,
島　　　　　　　　　　　　　　　　　　　しま　　　　　　　　　　　　　　　　　　,NB7.     ,
島　　　　　　　　　　　　　　　　　　　じま　　　　　　　　　　　　　　　　　　,NB7.     ,
仕舞い　　　　　　　　　　　　　　　　　じまい　　　　　　　　　　　　　　　　　,CBY.     ,
者　　　　　　　　　　　　　　　　　　　しゃ　　　　　　　　　　　　　　　　　　,NB4.     ,
社　　　　　　　　　　　　　　　　　　　しゃ　　　　　　　　　　　　　　　　　　,NB5.     ,
舎　　　　　　　　　　　　　　　　　　　しゃ　　　　　　　　　　　　　　　　　　,NB5.     ,
弱　　　　　　　　　　　　　　　　　　　じゃく　　　　　　　　　　　　　　　　　,CB .     ,
車する　　　　　　　　　　　　　　　　　しゃする　　　　　　　　　　　　　　　　,DB4.     ,
酒　　　　　　　　　　　　　　　　　　　しゅ　　　　　　　　　　　　　　　　　　,NBB.     ,
腫　　　　　　　　　　　　　　　　　　　しゅ　　　　　　　　　　　　　　　　　　,NB1.     ,
種　　　　　　　　　　　　　　　　　　　しゅ　　　　　　　　　　　　　　　　　　,NB1.     ,
手　　　　　　　　　　　　　　　　　　　しゅ　　　　　　　　　　　　　　　　　　,NB4.     ,
樹　　　　　　　　　　　　　　　　　　　じゅ　　　　　　　　　　　　　　　　　　,NBB.     ,
集　　　　　　　　　　　　　　　　　　　しゅう　　　　　　　　　　　　　　　　　,NB1.     ,
臭　　　　　　　　　　　　　　　　　　　しゅう　　　　　　　　　　　　　　　　　,NBB.     ,
中　　　　　　　　　　　　　　　　　　　じゅう　　　　　　　　　　　　　　　　　,NB7.     ,
中　　　　　　　　　　　　　　　　　　　じゅう　　　　　　　　　　　　　　　　　,NB8.     ,
獣　　　　　　　　　　　　　　　　　　　じゅう　　　　　　　　　　　　　　　　　,NB1.     ,
主する　　　　　　　　　　　　　　　　　しゅする　　　　　　　　　　　　　　　　,DB4.     ,
術　　　　　　　　　　　　　　　　　　　じゅつ　　　　　　　　　　　　　　　　　,NB1.     ,
順　　　　　　　　　　　　　　　　　　　じゅん　　　　　　　　　　　　　　　　　,CB .     ,
書　　　　　　　　　　　　　　　　　　　しょ　　　　　　　　　　　　　　　　　　,NB1.     ,
署　　　　　　　　　　　　　　　　　　　しょ　　　　　　　　　　　　　　　　　　,NB7.     ,
所　　　　　　　　　　　　　　　　　　　しょ　　　　　　　　　　　　　　　　　　,NB7.     ,
所　　　　　　　　　　　　　　　　　　　じょ　　　　　　　　　　　　　　　　　　,NB7.     ,
性　　　　　　　　　　　　　　　　　　　しょう　　　　　　　　　　　　　　　　　,NB1.     ,
賞　　　　　　　　　　　　　　　　　　　しょう　　　　　　　　　　　　　　　　　,NB1.     ,
証　　　　　　　　　　　　　　　　　　　しょう　　　　　　　　　　　　　　　　　,NB1.     ,
省　　　　　　　　　　　　　　　　　　　しょう　　　　　　　　　　　　　　　　　,NB5.     ,
症　　　　　　　　　　　　　　　　　　　しょう　　　　　　　　　　　　　　　　　,NB1.     ,
少　　　　　　　　　　　　　　　　　　　しょう　　　　　　　　　　　　　　　　　,CB .     ,
小　　　　　　　　　　　　　　　　　　　しょう　　　　　　　　　　　　　　　　　,NB5.     ,
商　　　　　　　　　　　　　　　　　　　しょう　　　　　　　　　　　　　　　　　,NB5.     ,
傷　　　　　　　　　　　　　　　　　　　しょう　　　　　　　　　　　　　　　　　,NB1.     ,
錠　　　　　　　　　　　　　　　　　　　じょう　　　　　　　　　　　　　　　　　,NBB.     ,
状　　　　　　　　　　　　　　　　　　　じょう　　　　　　　　　　　　　　　　　,NB1.     ,
嬢　　　　　　　　　　　　　　　　　　　じょう　　　　　　　　　　　　　　　　　,NB4.     ,
場　　　　　　　　　　　　　　　　　　　じょう　　　　　　　　　　　　　　　　　,NB8.     ,
城　　　　　　　　　　　　　　　　　　　じょう　　　　　　　　　　　　　　　　　,NB7.     ,
上　　　　　　　　　　　　　　　　　　　じょう　　　　　　　　　　　　　　　　　,FBY.     ,
症群　　　　　　　　　　　　　　　　　　しょうぐん　　　　　　　　　　　　　　　,NB1.  N  ,
少々　　　　　　　　　　　　　　　　　　しょうしょう　　　　　　　　　　　　　　,NBB.     ,
上手　　　　　　　　　　　　　　　　　　じょうず　　　　　　　　　　　　　　　　,CB .     ,
じょうゆ　　　　　　　　　　　　　　　　じょうゆ　　　　　　　　　　　　　　　　,NBB.     ,
色　　　　　　　　　　　　　　　　　　　しょく　　　　　　　　　　　　　　　　　,CB .     ,
職　　　　　　　　　　　　　　　　　　　しょく　　　　　　　　　　　　　　　　　,NB4.     ,
食する　　　　　　　　　　　　　　　　　しょくする　　　　　　　　　　　　　　　,DB4.     ,
書付き　　　　　　　　　　　　　　　　　しょつき　　　　　　　　　　　　　　　　,CB .     ,
書付　　　　　　　　　　　　　　　　　　しょつき　　　　　　　　　　　　　　　　,CB .     ,
知らず　　　　　　　　　　　　　　　　　しらず　　　　　　　　　　　　　　　　　,CB .     ,
調べ　　　　　　　　　　　　　　　　　　しらべ　　　　　　　　　　　　　　　　　,CB .     ,
汁　　　　　　　　　　　　　　　　　　　じる　　　　　　　　　　　　　　　　　　,NBB.     ,
印　　　　　　　　　　　　　　　　　　　じるし　　　　　　　　　　　　　　　　　,CB .     ,
新　　　　　　　　　　　　　　　　　　　しん　　　　　　　　　　　　　　　　　　,CB .     ,
心　　　　　　　　　　　　　　　　　　　しん　　　　　　　　　　　　　　　　　　,NB1.     ,
審　　　　　　　　　　　　　　　　　　　しん　　　　　　　　　　　　　　　　　　,NB5.     ,
陣　　　　　　　　　　　　　　　　　　　じん　　　　　　　　　　　　　　　　　　,NB5.     ,
人　　　　　　　　　　　　　　　　　　　じん　　　　　　　　　　　　　　　　　　,NB4.     ,
図　　　　　　　　　　　　　　　　　　　ず　　　　　　　　　　　　　　　　　　　,NB1.     ,
図　　　　　　　　　　　　　　　　　　　ず　　　　　　　　　　　　　　　　　　　,NBB.     ,
水　　　　　　　　　　　　　　　　　　　すい　　　　　　　　　　　　　　　　　　,NBB.     ,
数　　　　　　　　　　　　　　　　　　　すう　　　　　　　　　　　　　　　　　　,NB1.     ,
末　　　　　　　　　　　　　　　　　　　すえ　　　　　　　　　　　　　　　　　　,NB8.     ,
姿　　　　　　　　　　　　　　　　　　　すがた　　　　　　　　　　　　　　　　　,NBB.     ,
過ぎ　　　　　　　　　　　　　　　　　　すぎ　　　　　　　　　　　　　　　　　　,NB6.     ,
好き　　　　　　　　　　　　　　　　　　ずき　　　　　　　　　　　　　　　　　　,CB .     ,
ずくし　　　　　　　　　　　　　　　　　ずくし　　　　　　　　　　　　　　　　　,CB .     ,
すぐそば　　　　　　　　　　　　　　　　すぐそば　　　　　　　　　　　　　　　　,NB7.     ,
ずくめ　　　　　　　　　　　　　　　　　ずくめ　　　　　　　　　　　　　　　　　,CB .     ,
筋　　　　　　　　　　　　　　　　　　　すじ　　　　　　　　　　　　　　　　　　,NB1.     ,
筋　　　　　　　　　　　　　　　　　　　すじ　　　　　　　　　　　　　　　　　　,NB5.     ,
鮨　　　　　　　　　　　　　　　　　　　ずし　　　　　　　　　　　　　　　　　　,NBB.     ,
全て　　　　　　　　　　　　　　　　　　すべて　　　　　　　　　　　　　　　　　,NB1.     ,
住まい　　　　　　　　　　　　　　　　　ずまい　　　　　　　　　　　　　　　　　,CB .     ,
済　　　　　　　　　　　　　　　　　　　すみ　　　　　　　　　　　　　　　　　　,CB .     ,
隅　　　　　　　　　　　　　　　　　　　すみ　　　　　　　　　　　　　　　　　　,NB7.     ,
済み　　　　　　　　　　　　　　　　　　ずみ　　　　　　　　　　　　　　　　　　,CB .     ,
相撲　　　　　　　　　　　　　　　　　　ずもう　　　　　　　　　　　　　　　　　,NB1.     ,
面　　　　　　　　　　　　　　　　　　　ずら　　　　　　　　　　　　　　　　　　,NB1.     ,
刷り　　　　　　　　　　　　　　　　　　ずり　　　　　　　　　　　　　　　　　　,CB .     ,
製　　　　　　　　　　　　　　　　　　　せい　　　　　　　　　　　　　　　　　　,NBB.     ,
生　　　　　　　　　　　　　　　　　　　せい　　　　　　　　　　　　　　　　　　,NBB.     ,
性　　　　　　　　　　　　　　　　　　　せい　　　　　　　　　　　　　　　　　　,NB1.     ,
制　　　　　　　　　　　　　　　　　　　せい　　　　　　　　　　　　　　　　　　,NB1.     ,
税　　　　　　　　　　　　　　　　　　　ぜい　　　　　　　　　　　　　　　　　　,NB1.     ,
勢　　　　　　　　　　　　　　　　　　　ぜい　　　　　　　　　　　　　　　　　　,NB5.     ,
席　　　　　　　　　　　　　　　　　　　せき　　　　　　　　　　　　　　　　　　,NB7.     ,
石　　　　　　　　　　　　　　　　　　　ぜき　　　　　　　　　　　　　　　　　　,FBY.     ,
関　　　　　　　　　　　　　　　　　　　ぜき　　　　　　　　　　　　　　　　　　,NB7.     ,
雪　　　　　　　　　　　　　　　　　　　せつ　　　　　　　　　　　　　　　　　　,NBB.     ,
説　　　　　　　　　　　　　　　　　　　せつ　　　　　　　　　　　　　　　　　　,NB1.     ,
